"(0, 0.866232204711494)"
"(1715, 0.9475855183851991)"
"(1716, 0.9357787499343193)"
"(1717, 0.9493019262345663)"
"(1718, 0.881374811854627)"
"(1719, 0.9626275403908865)"
"(1720, 0.8936947278111678)"
"(1721, 0.9422453055217762)"
"(1722, 0.9035083957476553)"
"(1723, 0.9361958026625974)"
"(1724, 0.9712528526353248)"
"(1725, 0.9072490577318111)"
"(1726, 0.9231046948927183)"
"(1727, 0.9503025780311948)"
"(1728, 0.8907255299169501)"
"(1729, 0.9220580083650753)"
"(1730, 0.9180052244888908)"
"(1731, 0.7752419087007827)"
"(1732, 0.9186411365215666)"
"(1733, 0.8881830095621133)"
"(1734, 0.9221519409024181)"
"(1735, 0.9133249624556283)"
"(1736, 0.9569791552848201)"
"(1737, 0.9070031146441815)"
"(1738, 0.9561402989273705)"
"(1739, 0.9396023626540226)"
"(1740, 0.9316925670407257)"
"(1741, 0.9401276713770655)"
"(1742, 0.9319859344572284)"
"(1743, 0.9353472306735486)"
"(1744, 0.9467611974900577)"
"(1745, 0.9238242395089419)"
"(1746, 0.9353622260242944)"
"(1747, 0.9430744503045586)"
"(1748, 0.8853252826008553)"
"(1749, 0.9079393218000207)"
"(1750, 0.9504120987410569)"
"(1751, 0.9458319894337073)"
"(1752, 0.9480383637920127)"
"(1753, 0.8530053294552703)"
"(1754, 0.9720167674434489)"
"(1755, 0.9614529310633683)"
"(1756, 0.8636688627460111)"
"(1757, 0.8858836061762132)"
"(1758, 0.9311241679802268)"
"(1759, 0.9511392248764619)"
"(1760, 0.9570045012128705)"
"(1761, 0.8184708814800636)"
"(1762, 0.9602439058832108)"
"(1763, 0.8602775479728751)"
"(1764, 0.9072276447446148)"
"(1765, 0.9444063673526801)"
"(1766, 0.8661064662725324)"
"(1767, 0.9451782257463359)"
"(1768, 0.9034034277901623)"
"(1769, 0.9051896122617573)"
"(1770, 0.9092770820875857)"
"(1771, 0.900672360979657)"
"(1772, 0.9201716419536078)"
"(1773, 0.9021169681490676)"
"(1774, 0.911166699721741)"
"(1775, 0.9216059814567121)"
"(1776, 0.933912211627501)"
"(1777, 0.8736471902295949)"
"(1778, 0.889937214135522)"
"(1779, 0.9078554557332772)"
"(1780, 0.8818204778894917)"
"(1781, 0.9147297068296342)"
"(1782, 0.891751993290516)"
"(1783, 0.9547932691228527)"
"(1784, 0.8520741575690234)"
"(1785, 0.8481901612176435)"
"(1786, 0.8941736826156409)"
"(1787, 0.9481668241826461)"
"(1788, 0.9544177988777113)"
"(1789, 0.8528398763650443)"
"(1790, 0.9389352211644645)"
"(1791, 0.756811102688823)"
"(1792, 0.9626144515618688)"
"(1793, 0.9439652753403669)"
"(1794, 0.9393608766449602)"
"(1795, 0.9490739104153739)"
"(1796, 0.9309447630871994)"
"(1797, 0.9581883203529215)"
"(1798, 0.8847891977810832)"
"(1799, 0.9081904519197691)"
"(1800, 0.9416792560386165)"
"(1801, 0.9440671164851057)"
"(1802, 0.8838158193975316)"
"(1803, 0.8505012762823753)"
"(1804, 0.9558310471293714)"
"(1805, 0.9102538220533803)"
"(1806, 0.8807522806061251)"
"(1807, 0.9505480725663619)"
"(1808, 0.8574642203858613)"
"(1809, 0.9254803409679254)"
"(1810, 0.9415056742436607)"
"(1811, 0.9181296054756708)"
"(1812, 0.8223207184735565)"
"(1813, 0.851087652308254)"
"(1814, 0.8592367453711438)"
"(1815, 0.9224897161781067)"
"(1816, 0.9217439852639938)"
"(1817, 0.9324107415130338)"
"(1818, 0.9580734413031026)"
"(1819, 0.958457215007408)"
"(1820, 0.8512069420516725)"
"(1821, 0.8887496926832655)"
"(1822, 0.9223133817277283)"
"(1823, 0.9066089840628242)"
"(1824, 0.9540422966945303)"
"(1825, 0.9488176013318833)"
"(1826, 0.8454950527057233)"
"(1827, 0.9663919772235702)"
"(1828, 0.9261831795096809)"
"(1829, 0.8921498527395941)"
"(1830, 0.9494623033898864)"
"(1831, 0.9184826801534306)"
"(1832, 0.8644126619338937)"
"(1833, 0.965354311957778)"
"(1834, 0.9430053828618901)"
"(1835, 0.9702185928345137)"
"(1836, 0.9394451723842413)"
"(1837, 0.909145366011817)"
"(1838, 0.9395622651834482)"
"(1839, 0.9547217190467646)"
"(1840, 0.8986918950805591)"
"(1841, 0.9679599412033177)"
"(1842, 0.9670269358211393)"
"(1843, 0.9650943364597899)"
"(1844, 0.8931115252839221)"
"(1845, 0.8599923386129353)"
"(1846, 0.8488687670208741)"
"(1847, 0.9273155214182612)"
"(1848, 0.9444328510745802)"
"(1849, 0.9631742884155474)"
"(1850, 0.8800627501729883)"
"(1851, 0.9328378651718772)"
"(1852, 0.9522527960468852)"
"(1853, 0.9647124611518906)"
"(1854, 0.9368142374323047)"
"(1855, 0.95154333191697)"
"(1856, 0.9466967881691056)"
"(1857, 0.903668197416395)"
"(1858, 0.9602240144105703)"
"(1859, 0.8982879256019064)"
"(1860, 0.9537596834913479)"
"(1861, 0.95005570369661)"
"(1862, 0.882297485470939)"
"(1863, 0.9347572439790136)"
"(1864, 0.9635310687902426)"
"(1865, 0.8527106985988231)"
"(1866, 0.9294768654349108)"
"(1867, 0.9394806181084471)"
"(1868, 0.9367291565736503)"
"(1869, 0.9089644706679462)"
"(1870, 0.9154192605583704)"
"(1871, 0.8528030734231884)"
"(1872, 0.9322659629339212)"
"(1873, 0.9450471390970395)"
"(1874, 0.8769778624076574)"
"(1875, 0.9408597647816275)"
"(1876, 0.9539898090251951)"
"(1877, 0.952448296400947)"
"(1878, 0.9397646516292177)"
"(1879, 0.9434107713203769)"
"(1880, 0.960155530467639)"
"(1881, 0.9230993903188555)"
"(1882, 0.977211641989592)"
"(1883, 0.9024451659007351)"
"(1884, 0.9446384962375295)"
"(1885, 0.9437122112942097)"
"(1886, 0.9422426654292307)"
"(1887, 0.9598762691942962)"
"(1888, 0.9666464047750506)"
"(1889, 0.9395664563507453)"
"(1890, 0.902483296932943)"
"(1891, 0.930470124818206)"
"(1892, 0.967203962941787)"
"(1893, 0.847128678197647)"
"(1894, 0.9518507661081383)"
"(1895, 0.8121076420809819)"
"(1896, 0.937199448014902)"
"(1897, 0.9490565708988292)"
"(1898, 0.9150525664111828)"
"(1899, 0.8805936139758539)"
"(1900, 0.9407872011571935)"
"(1901, 0.8950289238192188)"
"(1902, 0.9434035498777312)"
"(1903, 0.8990505743555799)"
"(1904, 0.9532907612537773)"
"(1905, 0.9377341986044888)"
"(1906, 0.925540073816997)"
"(1907, 0.9409940788789815)"
"(1908, 0.9047488554125938)"
"(1909, 0.9466064628561709)"
"(1910, 0.9239426697927962)"
"(1911, 0.9205426966912856)"
"(1912, 0.8854695741805957)"
"(1913, 0.952473999194287)"
"(1914, 0.9359635873306856)"
"(1915, 0.9647185851124626)"
"(1916, 0.9326966655928284)"
"(1917, 0.9629015256209021)"
"(1918, 0.9342165486730607)"
"(1919, 0.9048913759753079)"
"(1920, 0.855044910288449)"
"(1921, 0.9079584256809267)"
"(1922, 0.9224792725559158)"
"(1923, 0.9518027403552426)"
"(1924, 0.9360176558869261)"
"(1925, 0.8914535767331371)"
"(1926, 0.945424811412321)"
"(1927, 0.9267351420636025)"
"(1928, 0.848421582457449)"
"(1929, 0.7796736619825558)"
"(1930, 0.9637776360403945)"
"(1931, 0.9532886202996815)"
"(1932, 0.9030222205174427)"
"(1933, 0.9523658835024246)"
"(1934, 0.8830573378167407)"
"(1935, 0.9603673959620928)"
"(1936, 0.9426949678941146)"
"(1937, 0.9754412916167541)"
"(1938, 0.963911622787569)"
"(1939, 0.9113485469166781)"
"(1940, 0.8301000302249943)"
"(1941, 0.8922097114780778)"
"(1942, 0.8853183548030468)"
"(1943, 0.9298776405816737)"
"(1944, 0.9724861474975961)"
"(1945, 0.9140405970362863)"
"(1946, 0.9355687262773944)"
"(1947, 0.9146467960024904)"
"(1948, 0.9370006424292746)"
"(1949, 0.9804834534478359)"
"(1950, 0.8641930277527298)"
"(1951, 0.9670272222418601)"
"(1952, 0.9059774698947409)"
"(1953, 0.9314541932160272)"
"(1954, 0.9567952535451643)"
"(1955, 0.9312170782329708)"
"(1956, 0.8168858040773315)"
"(1957, 0.9562421552543235)"
"(1958, 0.9305376849871783)"
"(1959, 0.9406646469001595)"
"(1960, 0.9165862941367952)"
"(1961, 0.9017890024106106)"
"(1962, 0.8461150809438979)"
"(1963, 0.9450126491643402)"
"(1964, 0.9345195690231971)"
"(1965, 0.9381590078861742)"
"(1966, 0.9558213894931399)"
"(1967, 0.9536459151464388)"
"(1968, 0.8172710893269421)"
"(1969, 0.8395524837551822)"
"(1970, 0.9422525351289839)"
"(1971, 0.8986103946773981)"
"(1972, 0.9098856403535306)"
"(1973, 0.8193432548498244)"
"(1974, 0.9015492318472146)"
"(1975, 0.8968819304827265)"
"(1976, 0.9322836407538165)"
"(1977, 0.9438654638241899)"
"(1978, 0.9405809107991984)"
"(1979, 0.9520358115728542)"
"(1980, 0.9425775663009325)"
"(1981, 0.9297911082514223)"
"(1982, 0.9263790891082878)"
"(1983, 0.9355869989201764)"
"(1984, 0.8958414444921906)"
"(1985, 0.8894489436333857)"
"(1986, 0.9137852774577087)"
"(1987, 0.944333047832116)"
"(1988, 0.9109815854477192)"
"(1989, 0.9444603360621006)"
"(1990, 0.9314396788949575)"
"(1991, 0.9321050344753101)"
"(1992, 0.9603774888651684)"
"(1993, 0.9152183934247101)"
"(1994, 0.9218657126101083)"
"(1995, 0.9469998165086858)"
"(1996, 0.8363926704732679)"
"(1997, 0.9348423783123713)"
"(1998, 0.94870840222913)"
"(1999, 0.7994953099504851)"
"(2000, 0.9645441600507649)"
"(2001, 0.9066042710322205)"
"(2002, 0.8609420565911177)"
"(2003, 0.9592255918960835)"
"(2004, 0.9233890898020588)"
"(2005, 0.9557890124540898)"
"(2006, 0.9502984486987148)"
"(2007, 0.9555290441643108)"
"(2008, 0.9155931450809366)"
"(2009, 0.8328094606132895)"
"(2010, 0.9672470760824137)"
"(2011, 0.9112858056814424)"
"(2012, 0.9580544260846181)"
"(2013, 0.9493090339457498)"
"(2014, 0.8410054836913037)"
"(2015, 0.9357848568703977)"
"(2016, 0.9421771730152352)"
"(2017, 0.9476554200166133)"
"(2018, 0.9546643898506324)"
"(2019, 0.9042130312282217)"
"(2020, 0.8530968562718608)"
"(2021, 0.9348056232996295)"
"(2022, 0.897334248070513)"
"(2023, 0.9611694474138974)"
"(2024, 0.9438427816091867)"
"(2025, 0.9751624396058098)"
"(2026, 0.9399916615454775)"
"(2027, 0.973934095874937)"
"(2028, 0.9204361653111238)"
"(2029, 0.9674474745940866)"
"(2030, 0.9012065974592648)"
"(2031, 0.9635007378648417)"
"(2032, 0.9455552440910657)"
"(2033, 0.929900740670502)"
"(2034, 0.9167179797664187)"
"(2035, 0.9383015071010274)"
"(2036, 0.8671293619597303)"
"(2037, 0.9126453748813489)"
"(2038, 0.9327207307139439)"
"(2039, 0.9054235092713333)"
"(2040, 0.9526409052078257)"
"(2041, 0.9292380471336718)"
"(2042, 0.9366979112298476)"
"(2043, 0.9582262584037389)"
"(2044, 0.9434696524278892)"
"(2045, 0.9259197700734687)"
"(2046, 0.9348555203087254)"
"(2047, 0.940759601742106)"
"(2048, 0.9565411884218175)"
"(2049, 0.9217756591152775)"
"(2050, 0.9264860228644823)"
"(2051, 0.8980989677835673)"
"(2052, 0.931397047076568)"
"(2053, 0.8922224381504095)"
"(2054, 0.947974745381323)"
"(2055, 0.9155707644675085)"
"(2056, 0.9553275378027147)"
"(2057, 0.9313171410078668)"
"(2058, 0.9319546957565894)"
"(2059, 0.9460027059579165)"
"(2060, 0.8294412536090676)"
"(2061, 0.8511052114331805)"
"(2062, 0.8985115300399281)"
"(2063, 0.9204454388997708)"
"(2064, 0.8855569509879462)"
"(2065, 0.9527019657348006)"
"(2066, 0.9486762974005447)"
"(2067, 0.926397417310993)"
"(2068, 0.9561205815050877)"
"(2069, 0.8980083703777881)"
"(2070, 0.958284520987275)"
"(2071, 0.9390282876760299)"
"(2072, 0.9267026525974348)"
"(2073, 0.8824436413885809)"
"(2074, 0.8038340233057074)"
"(2075, 0.9501518969560815)"
"(2076, 0.9297604080864539)"
"(2077, 0.8836493791209019)"
"(2078, 0.9738517300514805)"
"(2079, 0.9516396153295641)"
"(2080, 0.9539937451714827)"
"(2081, 0.9395181507625291)"
"(2082, 0.9343895596721306)"
"(2083, 0.8849593416217865)"
"(2084, 0.9784608835853695)"
"(2085, 0.8590134059133284)"
"(2086, 0.9467523829436829)"
"(2087, 0.8858673362855524)"
"(2088, 0.9552828925883662)"
"(2089, 0.9493269811527909)"
"(2090, 0.9498037950838846)"
"(2091, 0.9548797607917523)"
"(2092, 0.9570925800708864)"
"(2093, 0.914816410049384)"
"(2094, 0.9657311487420578)"
"(2095, 0.9336276793087204)"
"(2096, 0.9287729913888072)"
"(2097, 0.9610514678949004)"
"(2098, 0.9592555930859941)"
"(2099, 0.8627470539389316)"
"(2100, 0.9302731973439194)"
"(2101, 0.9175431007823108)"
"(2102, 0.907167973816384)"
"(2103, 0.9291661676256147)"
"(2104, 0.829969880236558)"
"(2105, 0.8194708512414706)"
"(2106, 0.9177070944432744)"
"(2107, 0.9673671195923172)"
"(2108, 0.8992599826237171)"
"(2109, 0.9392776587619112)"
"(2110, 0.9358749787190916)"
"(2111, 0.9729828990939122)"
"(2112, 0.9043717868375999)"
"(2113, 0.8963122675054983)"
"(2114, 0.8074346829259585)"
"(2115, 0.9252920383239309)"
"(2116, 0.9440125406528354)"
"(2117, 0.9386273340476928)"
"(2118, 0.8924743994249714)"
"(2119, 0.8499185932028259)"
"(2120, 0.9658559607232581)"
"(2121, 0.9069504903529944)"
"(2122, 0.9683786308347324)"
"(2123, 0.8958503953533385)"
"(2124, 0.9452765537372193)"
"(2125, 0.9499022502647674)"
"(2126, 0.9240494987077602)"
"(2127, 0.9421457154441221)"
"(2128, 0.8911442634522817)"
"(2129, 0.9062617878931234)"
"(2130, 0.9488682692593592)"
"(2131, 0.8303715016026232)"
"(2132, 0.9538824667111793)"
"(2133, 0.9536049828591441)"
"(2134, 0.9030186790693974)"
"(2135, 0.9436482925751369)"
"(2136, 0.9052402694124642)"
"(2137, 0.9035744642816007)"
"(2138, 0.9028058106088861)"
"(2139, 0.9035739181057412)"
"(2140, 0.9644061689112712)"
"(2141, 0.9177308330936342)"
"(2142, 0.7403837040573958)"
"(2143, 0.9398022386654774)"
"(2144, 0.9304635749781631)"
"(2145, 0.8901558173541239)"
"(2146, 0.9495658893254606)"
"(2147, 0.8995610576742079)"
"(2148, 0.847273551817554)"
"(2149, 0.960583124696059)"
"(2150, 0.8512360074124371)"
"(2151, 0.8574620645912534)"
"(2152, 0.9579997276075636)"
"(2153, 0.960620346858177)"
"(2154, 0.8534141623844553)"
"(2155, 0.9506357311935087)"
"(2156, 0.8641403365144401)"
"(2157, 0.9523626587645756)"
"(2158, 0.8456653632362354)"
"(2159, 0.9439043331049519)"
"(2160, 0.94385194469136)"
"(2161, 0.9545115034157339)"
"(2162, 0.9637119544547187)"
"(2163, 0.9178569834158126)"
"(2164, 0.8836177554586059)"
"(2165, 0.9127581060136352)"
"(2166, 0.9581693621656856)"
"(2167, 0.9372323383893757)"
"(2168, 0.9223832810201493)"
"(2169, 0.7700325005246218)"
"(2170, 0.8979264403990838)"
"(2171, 0.8649439486509054)"
"(2172, 0.9627593238844031)"
"(2173, 0.9221087866962203)"
"(2174, 0.9084016807166305)"
"(2175, 0.8966353132372932)"
"(2176, 0.9328268884404072)"
"(2177, 0.9646956334619275)"
"(2178, 0.8593329119768168)"
"(2179, 0.957840862599075)"
"(2180, 0.8900177149695477)"
"(2181, 0.9459394490483636)"
"(2182, 0.9642358356874277)"
"(2183, 0.9456987419049343)"
"(2184, 0.9473807378603141)"
"(2185, 0.8334778526612355)"
"(2186, 0.9644767033977185)"
"(2187, 0.8545808439584214)"
"(2188, 0.836537831637559)"
"(2189, 0.9381097722073104)"
"(2190, 0.9327140624890897)"
"(2191, 0.9503418412659729)"
"(2192, 0.8706902579926766)"
"(2193, 0.9493201526776432)"
"(2194, 0.8974608651468396)"
"(2195, 0.8534405828590323)"
"(2196, 0.9419850351246275)"
"(2197, 0.9318412300263362)"
"(2198, 0.9596625122430781)"
"(2199, 0.908101280236506)"
"(2200, 0.9478013938975863)"
"(2201, 0.9615841754751387)"
"(2202, 0.8110235680429809)"
"(2203, 0.9703723831474913)"
"(2204, 0.9304947616450375)"
"(2205, 0.953382085022483)"
"(2206, 0.9646844648307157)"
"(2207, 0.9514045978812641)"
"(2208, 0.8721198990702456)"
"(2209, 0.95152691986881)"
"(2210, 0.907124150554631)"
"(2211, 0.9363580035364454)"
"(2212, 0.8762395455738683)"
"(2213, 0.9499773820711795)"
"(2214, 0.9552149531470386)"
"(2215, 0.8611029799360709)"
"(2216, 0.8739079987694233)"
"(2217, 0.7842927612385776)"
"(2218, 0.9243700216680982)"
"(2219, 0.8971075869264983)"
"(2220, 0.9409028668806427)"
"(2221, 0.9078993737662805)"
"(2222, 0.9497515384756866)"
"(2223, 0.8900026435006295)"
"(2224, 0.960202990659267)"
"(2225, 0.9702923273876035)"
"(2226, 0.9398081393723468)"
"(2227, 0.8833156915362184)"
"(2228, 0.904556463535033)"
"(2229, 0.9257451180593447)"
"(2230, 0.9466962574753114)"
"(2231, 0.8865133431923974)"
"(2232, 0.9480552912118272)"
"(2233, 0.9166128489248411)"
"(2234, 0.9009120572226123)"
"(2235, 0.9256476086936263)"
"(2236, 0.915537462863592)"
"(2237, 0.8933057578359195)"
"(2238, 0.9245254639245686)"
"(2239, 0.9387716259715072)"
"(2240, 0.9207303898168847)"
"(2241, 0.9341223531372074)"
"(2242, 0.965893502178196)"
"(2243, 0.9618258376182313)"
"(2244, 0.952525892085759)"
"(2245, 0.968915834384803)"
"(2246, 0.8319203761109414)"
"(2247, 0.9166261572509682)"
"(2248, 0.9165358964739821)"
"(2249, 0.9410860292349815)"
"(2250, 0.9466047705520083)"
"(2251, 0.8537289215672608)"
"(2252, 0.965170767302186)"
"(2253, 0.9520392324030226)"
"(2254, 0.9585171226653295)"
"(2255, 0.9436941304660238)"
"(2256, 0.9179717961016665)"
"(2257, 0.9237590914869166)"
"(2258, 0.9365616355626304)"
"(2259, 0.9506155095567733)"
"(2260, 0.9380145959517189)"
"(2261, 0.9389613518627775)"
"(2262, 0.9581737316860837)"
"(2263, 0.9391018049073052)"
"(2264, 0.8950194150852826)"
"(2265, 0.9291283419806674)"
"(2266, 0.9424644200939271)"
"(2267, 0.9158363019163608)"
"(2268, 0.944051987335042)"
"(2269, 0.922888450071361)"
"(2270, 0.9752692598585989)"
"(2271, 0.8219949035392184)"
"(2272, 0.9032855927679501)"
"(2273, 0.9222322746088708)"
"(2274, 0.9403898246713648)"
"(2275, 0.9210586489920441)"
"(2276, 0.9410922469394918)"
"(2277, 0.955281956293664)"
"(2278, 0.8812392023598415)"
"(2279, 0.9359773450061212)"
"(2280, 0.964162457761878)"
"(2281, 0.8822905106346179)"
"(2282, 0.9640577931252254)"
"(2283, 0.916101773025951)"
"(2284, 0.996054884328753)"
"(2285, 0.8911413945270831)"
"(2286, 0.9569936986034736)"
"(2287, 0.9540195169807014)"
"(2288, 0.920562005677592)"
"(2289, 0.9110880820810715)"
"(2290, 0.9391946779333921)"
"(2291, 0.9385690868636304)"
"(2292, 0.9577041752463934)"
"(2293, 0.8708214622571272)"
"(2294, 0.9285230923363793)"
"(2295, 0.9438324062814011)"
"(2296, 0.8532779814357754)"
"(2297, 0.9499546373572854)"
"(2298, 0.9351527562037559)"
"(2299, 0.9400468049660184)"
"(2300, 0.9529503133337167)"
"(2301, 0.9591970007047382)"
"(2302, 0.9237331083648821)"
"(2303, 0.9557571732168751)"
"(2304, 0.9471491491857843)"
"(2305, 0.8584317336671237)"
"(2306, 0.8576178270918612)"
"(2307, 0.9582488402004283)"
"(2308, 0.952920468220077)"
"(2309, 0.9245736367522451)"
"(2310, 0.721725411887991)"
"(2311, 0.9170681230431907)"
"(2312, 0.9313856263649646)"
"(2313, 0.9378192005888255)"
"(2314, 0.9473989634964696)"
"(2315, 0.9191005623659593)"
"(2316, 0.9047203669559567)"
"(2317, 0.9542835161204791)"
"(2318, 0.9497396358233394)"
"(2319, 0.9274349320937718)"
"(2320, 0.9489857606092266)"
"(2321, 0.934875286251613)"
"(2322, 0.9369238756982018)"
"(2323, 0.9480690551825923)"
"(2324, 0.9564414798305727)"
"(2325, 0.9462457589903166)"
"(2326, 0.90404587785774)"
"(2327, 0.8963662137915038)"
"(2328, 0.890756482818139)"
"(2329, 0.8973044980523764)"
"(2330, 0.9095706245296981)"
"(2331, 0.955850590791507)"
"(2332, 0.9424714859894072)"
"(2333, 0.9577505540656133)"
"(2334, 0.9743557468244153)"
"(2335, 0.9592515898132093)"
"(2336, 0.8898346146430771)"
"(2337, 0.9449774131277068)"
"(2338, 0.9194271919434911)"
"(2339, 0.9295225068398484)"
"(2340, 0.9414007068708496)"
"(2341, 0.9397893082054659)"
"(2342, 0.938511485534178)"
"(2343, 0.9773238134450871)"
"(2344, 0.9326299030210894)"
"(2345, 0.9483147639161246)"
"(2346, 0.9613978091376522)"
"(2347, 0.938843939555565)"
"(2348, 0.9278173427690629)"
"(2349, 0.9211231171489787)"
"(2350, 0.9484245201495981)"
"(2351, 0.9411182454368665)"
"(2352, 0.8983434569763923)"
"(2353, 0.9392847074478007)"
"(2354, 0.9368666440925247)"
"(2355, 0.9656426925624771)"
"(2356, 0.946965445730376)"
"(2357, 0.9322151273778042)"
"(2358, 0.7991002129418221)"
"(2359, 0.8738612486386322)"
"(2360, 0.9535830310789081)"
"(2361, 0.8871411132824287)"
"(2362, 0.9286089426462796)"
"(2363, 0.9204859543046816)"
"(2364, 0.9067451972957472)"
"(2365, 0.9451647695851123)"
"(2366, 0.947924587018937)"
"(2367, 0.9711323906749861)"
"(2368, 0.8941908487755917)"
"(2369, 0.9354521050426637)"
"(2370, 0.9595464024383493)"
"(2371, 0.9546387052711983)"
"(2372, 0.9298519934127369)"
"(2373, 0.954701093737165)"
"(2374, 0.9303150958607034)"
"(2375, 0.9362051502004815)"
"(2376, 0.9400828561206384)"
"(2377, 0.8897302848366332)"
"(2378, 0.8087472171824658)"
"(2379, 0.8962784017581886)"
"(2380, 0.9241580596651673)"
"(2381, 0.9529533095650741)"
"(2382, 0.8951233411788669)"
"(2383, 0.9367186953843961)"
"(2384, 0.9555814011826715)"
"(2385, 0.9581637174616437)"
"(2386, 0.942457957707765)"
"(2387, 0.8530287368047836)"
"(2388, 0.9451276742360559)"
"(2389, 0.9601005978584676)"
"(2390, 0.9129344344277337)"
"(2391, 0.9375610243128483)"
"(2392, 0.920989241127852)"
"(2393, 0.9563684957868519)"
"(2394, 0.9267939725772709)"
"(2395, 0.9475097135960276)"
"(2396, 0.9569675632880444)"
"(2397, 0.954970526068903)"
"(2398, 0.9246467693674892)"
"(2399, 0.9253096903974484)"
"(2400, 0.8536203759274892)"
"(2401, 0.8930434633992845)"
"(2402, 0.9152569223665262)"
"(2403, 0.9484778336173344)"
"(2404, 0.922191818484723)"
"(2405, 0.9346591628686962)"
"(2406, 0.8983513983469343)"
"(2407, 0.9674866001380847)"
"(2408, 0.8597997694419728)"
"(2409, 0.9205262239107554)"
"(2410, 0.9737550108998397)"
"(2411, 0.9426799792252968)"
"(2412, 0.920422235143246)"
"(2413, 0.9266912102220891)"
"(2414, 0.9122762461799647)"
"(2415, 0.938842457085167)"
"(2416, 0.9638682761358626)"
"(2417, 0.9685440527379308)"
"(2418, 0.9037324609165152)"
"(2419, 0.9586204123249625)"
"(2420, 0.8488394232961629)"
"(2421, 0.8802096832084098)"
"(2422, 0.9695444774262012)"
"(2423, 0.9502505175908061)"
"(2424, 0.9549446047672195)"
"(2425, 0.9379766342892804)"
"(2426, 0.9450032057371845)"
"(2427, 0.9089465191684183)"
"(2428, 0.9570523030048851)"
"(2429, 0.9312633932913874)"
"(2430, 0.9162406986187077)"
"(2431, 0.9187573763255057)"
"(2432, 0.9693414522190444)"
"(2433, 0.9448172143287915)"
"(2434, 0.9484386266035135)"
"(2435, 0.8996991248849419)"
"(2436, 0.8527639977899986)"
"(2437, 0.904635997500281)"
"(2438, 0.9621821108255671)"
"(2439, 0.9239141741556967)"
"(2440, 0.9335351815457134)"
"(2441, 0.9687593218397328)"
"(2442, 0.9522967516229365)"
"(2443, 0.9535653636372399)"
"(2444, 0.9483821113002544)"
"(2445, 0.9207631544323776)"
"(2446, 0.9169625733549793)"
"(2447, 0.9088490088574751)"
"(2448, 0.9235482012262729)"
"(2449, 0.9176805666788614)"
"(2450, 0.9336024394627338)"
"(2451, 0.9332616308335764)"
"(2452, 0.9358067239067918)"
"(2453, 0.9439835885805296)"
"(2454, 0.9312859069160033)"
"(2455, 0.8889889481608478)"
"(2456, 0.9588051338274117)"
"(2457, 0.9695054192009628)"
"(2458, 0.9348404077061853)"
"(2459, 0.9613299219205768)"
"(2460, 0.9641414124716543)"
"(2461, 0.9607754078757609)"
"(2462, 0.906347387806435)"
"(2463, 0.9134574792656198)"
"(2464, 0.9366695491492273)"
"(2465, 0.9482659587327704)"
"(2466, 0.9533941740253368)"
"(2467, 0.8783030581856155)"
"(2468, 0.9290011706318994)"
"(2469, 0.977170474198943)"
"(2470, 0.9377398175444419)"
"(2471, 0.9405724942356631)"
"(2472, 0.8363635719861158)"
"(2473, 0.9610198408290495)"
"(2474, 0.9482872107895953)"
"(2475, 0.9116352827451476)"
"(2476, 0.9466688123716658)"
"(2477, 0.9459307847762064)"
"(2478, 0.9512264885594709)"
"(2479, 0.9684502647074165)"
"(2480, 0.9487346927186713)"
"(2481, 0.8849688857371251)"
"(2482, 0.9309133394638689)"
"(2483, 0.9350369405158583)"
"(2484, 0.9552096255537974)"
"(2485, 0.9688402735832278)"
"(2486, 0.9653165823538096)"
"(2487, 0.9433813152748087)"
"(2488, 0.9668429296963903)"
"(2489, 0.894589821565712)"
"(2490, 0.8546500601327064)"
"(2491, 0.9575145596078521)"
"(2492, 0.9554477121075153)"
"(2493, 0.941275151984936)"
"(2494, 0.9537325939095725)"
"(2495, 0.9172200983237923)"
"(2496, 0.9399020953298347)"
"(2497, 0.9444657165933664)"
"(2498, 0.914331845245115)"
"(2499, 0.939076576621051)"
"(2500, 0.7844044680241891)"
"(2501, 0.9087511358860365)"
"(2502, 0.9415228900661924)"
"(2503, 0.8804097311024655)"
"(2504, 0.9487706711132492)"
"(2505, 0.9534301819453879)"
"(2506, 0.9531273209800236)"
"(2507, 0.9040427659824836)"
"(2508, 0.9313620603309721)"
"(2509, 0.9538434261198548)"
"(2510, 0.9584463067955113)"
"(2511, 0.886604118139654)"
"(2512, 0.8903387208340989)"
"(2513, 0.9474777092391522)"
"(2514, 0.9532226267502832)"
"(2515, 0.9206581157433251)"
"(2516, 0.9264109346052471)"
"(2517, 0.9140900379639838)"
"(2518, 0.8784309662764733)"
"(2519, 0.9434044666182981)"
"(2520, 0.9401875985568219)"
"(2521, 0.9508826347326301)"
"(2522, 0.9079649270036139)"
"(2523, 0.9029646963166715)"
"(2524, 0.954618957169874)"
"(2525, 0.9390578921036238)"
"(2526, 0.8462308385704429)"
"(2527, 0.9725180974329751)"
"(2528, 0.9257230686764438)"
"(2529, 0.9229995894789698)"
"(2530, 0.9033454549537402)"
"(2531, 0.9115100479458804)"
"(2532, 0.9609292109058352)"
"(2533, 0.9264764666698587)"
"(2534, 0.9262537727571597)"
"(2535, 0.8748844837152224)"
"(2536, 0.9719088341454191)"
"(2537, 0.9560787940610586)"
"(2538, 0.9388482355907367)"
"(2539, 0.9045818880633851)"
"(2540, 0.9390501112849178)"
"(2541, 0.9148389824660128)"
"(2542, 0.900592437888604)"
